#ID,ID_strumento,Azione,NumeroValore,Borsa,Domestico,Eliminazione,Ticker,BenchmarkVAR,Strike,NumeroValoreSottostante,Maturity,Tipo,Posizione,Ratio,ISIN,rowguid
1229,14,CQ Pictet Funds FCP Biotech,891431US,NYSE,0,0,891431US,,,,,Azioni,,,,D6D9EB25-64D0-452A-8EFD-DC542FA86344
361,1,Banca Carige SpA,894838EU,MIBEU,0,0,CRG.MI,,,,,Azioni,,,IT0003211601,1A11A795-0E12-4DCC-B8F0-E8E5F633F3A6
162,1,Adval Tech N,896792CH,ZH,1,0,ADVN.S,,,,,Azioni,,,CH0008967926,7B85FA55-BBE7-45C6-BCF4-A17F046FD3D0
504,1,Gretag Imaging N,898438CH,ZH,1,0,GIGNn.S,,,,,Azioni,,,,03276087-12A6-47EC-AFD4-7740D6C4CB9B
1596,1,Cert US Stocks Benchmark 28.03.03,9000020414,NYSE,0,0,palace38,,,,,Azioni,,,,B2681A86-599C-4568-B020-9ED48B58CAE6
132,1,Agilent Tech,901692US,NYSE,0,0,A,,,,,Azioni,,,,383C1F3D-6A34-4EB7-910B-3ADCAD0AC435
142,1,Abbott Labs Common Stock,903037US,NYSE,0,0,ABT,,,,,Azioni,,,,09277C1B-A263-4E8D-B668-F6B1DCA2DCFF
1639,1,ACTV Inc.,903315,NYSE,0,0,bigmac19,,,,,Azioni,,,,B75D6D14-ECA4-4024-99FC-22BC77EB0BE8
74,1,Air Express int.,903801US,NASDAQ,0,1,null14,,,,,Azioni,,,,C31812E9-415B-4BC4-BF7A-E6CA1B762B40
206,1,America On Line,906606US,NYSE,0,0,TWX,,,,,Azioni,,,,048EDD64-2170-4953-A1CF-A0E0C5E5D41D
243,1,Brit Am Tobacco Common Stock,909525GB,LDN,0,0,BATS.L,,,,,Azioni,,,GB0002875804,5F2F3707-75EC-49CF-A49B-8A81B33D825B
262,1,Baker Hughes,910918US,NYSE,0,0,BHI,,,,,Azioni,,,,9F687057-00DA-4406-83E8-C5A34837D3A8
1625,1,Bank of NY,911172,NYSE,0,0,bigmac6,,,,,Azioni,,,,3FD23CE7-3A90-4588-9A84-04903A573FF3
1791,14,JPMORGAN MIDDLE EAST EQ,911305,NYSE,0,0,911305,,,,,Azioni,,,LU0083573666,B946C2A3-B50E-4C9C-A93C-0BD2972016CE
275,1,Bristol Mayer Squibb,914188US,NYSE,0,0,BMY,,,,,Azioni,,,,F6DF6A7A-77B2-47D7-B508-AA1964F68CBE
78,1,Z端rich Allied,914210CH,ZH,1,1,null15,,,,,Azioni,,,,E132FB8D-46E1-4096-8D52-A42B86CF5C8C
186,1,ALSTOM,915027EU,CACEU,0,0,ALS.PA,,,,,Azioni,,,FR0000120198,1E17A4F4-A487-45EF-9520-2A40A7549F3D
323,1,Chief Cons.Mining,918272US,NASDAQ,0,0,CFCM.O,,,,,Azioni,,,,E64603C5-D36F-4475-B032-4FA72BB8BB75
367,1,Cisco System,918546US,NASDAQ,0,0,CSCO,,,,,Azioni,,,US17275R1023,556D08BF-DD7B-48CF-8731-9B450F67CA17
1561,1,Mediaone Group Inc,918692,NYSE,0,0,palace4,,,,,Azioni,,,,DABC027D-4E54-4BA4-BE1A-EBFF76A36FB0
436,1,EMAK s.p.a.,918868EU,MIBEU,0,0,EM.MI,,,,,Azioni,,,,628942E9-C746-4E13-BD5B-FA7D018E5073
83,1,EMAK S.p.a.,918868IT,MIB,0,1,null37,,,,,Azioni,,,,A05740D7-C6F4-41EF-83F7-F1C9CCC61094
84,1,Coca Cola Co,919390CH,ZH,0,0,KO.S,,,,,Azioni,,,US1912161007,08CFB20F-524E-42C0-B9B4-4947D1D412B5
595,1,Coca Cola,919390US,NYSE,0,0,KO,,,,,Azioni,,,US1912161007,AE1931B0-0EE0-4D57-8F5F-DF1FC8CA523E
334,1,Colgate Common Stock,919477US,NYSE,0,0,CL,,,,,Azioni,,,US1941621039,2A8AC0EF-03F6-4761-8C38-D45240319FB2
1755,1,Columbia Laboratories,919756US,NYSE,0,0,CBRX.O,,,,,Azioni,,,US1977791011,9F66AE74-B7BE-4ED4-8FE3-5E6F0FA12E90
1594,1,Compaq Corp.,920123,NASDAQ,0,0,palace36,,,,,Azioni,,,,685B507B-7061-4ABE-A1D6-698E61D45D17
357,1,Compaq Computer,920123US,NYSE,0,1,CPQ.N,,,,,Azioni,,,,C56B7AE2-8FF1-4ACD-820A-1145FF4AB32D
87,17,CSFB Swiss big cap basket,921176CH,ZH,0,0,921176CH,,,,,Azioni,,,,57ABEE68-1FC8-4819-A558-622BA3179D91
1716,1,BENETTON GROUP SPA,922132,MIBEU,0,0,bianchi7,,,,,Azioni,,,,5B69AB03-56DD-45D4-AC66-52BFA2998084
1294,14,Fondi Azionari GAM STAR America EUR,924162EU,DAXEU,0,0,924162EU,,,,,Azioni,,,IE0002943649,16E6138B-D15A-4B97-9026-B58BCB221AE4
438,1,EMC Corp,926696US,NYSE,0,0,EMC,,,,,Azioni,,,US2686481027,ACA09DAE-5199-48A9-BA36-4130A5B17B95
390,1,Du Pont Nemours & Co,927399US,NYSE,0,0,DD,,,,,Azioni,,,,9BE32122-668A-4F21-B70B-1226F99D4293
391,1,E.I.Du Pont de Nemours,927401CH,ZH,0,0,DD.S,,,,,Azioni,,,,DB1EFB62-04FB-4896-9BB6-2B28FD968A7F
484,1,Freddie Mac,929673US,NYSE,0,0,FRE.N,,,,,Azioni,,,US3134003017,9639F188-9479-4475-A2AB-B9447B54903B
476,1,Fannie Mae,929694US,NYSE,0,0,FNM.N,,,,,Azioni,,,US3135861090,534A0C17-A154-4D46-8584-833402D8228C
95,31,CSFB Italian Sel. Stock bskt zer.,931085EU,MIBEU,0,1,null38,,,,,Azioni,,,,B3D65A36-E122-4DA5-AB4F-A3D68C52E458
250,1,BBVA Common Stock,931474CH,IBEXEU,0,0,BBVA.MAC,,,,,Azioni,,,ES0113211835,C1DA454F-1316-423A-8502-B77A589318F7
500,1,General Electric,933071US,NYSE,0,0,GE,,,,,Azioni,,,US3696041033,CDA88D3E-0529-4089-A738-47761FFD39E8
501,1,General Electric,933079CH,ZH,0,0,GE.S,,,,,Azioni,,,,DC9E3F16-7621-4118-84A2-428E2FB5A50C
511,1,GM Common Stock,933261US,NYSE,0,0,GM,,,,,Azioni,,,US3704421052,C860BBDA-152D-43DD-B76E-0D87A96DC756
1033,1,Waste Managemnt Inc,933404US,NYSE,0,0,WMI,,,,,Azioni,,,,FBD34D8E-5144-4081-9D46-70DA94EEDC77
381,1,Celanese AG,933566EU,DAXEU,0,0,CZZ.XE,,,,,Azioni,,,DE0005753008,DC85B4E5-6A94-4C3A-BF68-3F691C8E6E0C
15,14,CSFB Netherlands Selected Eq.,934908EU,ASEEU,0,0,934908EU,,,,,Azioni,,,,6CBE976D-0645-4BD0-A298-BC3CDC2B74DF
1296,31,Hedge Funds GAM Divers II/EURO,935895EU,DAXEU,0,0,935895EU,,,,,Investimenti alternativi,,,VGG371601193,993E5252-9316-4F63-B60F-6A50A9E06D49
1589,1,Halliburton,937414,NYSE,0,0,palace31,,,,,Azioni,,,,1A525454-2904-4034-BF9E-DFD424A824A8
550,1,Hewlett - Packard Co,938718US,NYSE,0,0,HPQ,,,,,Azioni,,,US4282361033,2037AC5A-99F5-468F-B003-A54101B2F3C3
119,14,UBS EF Euro Countries,940812EU,DAXEU,0,0,940812EU,SX5P.STX,,,,Azioni,,,LU0089880644,509496D8-BB6A-41B2-8812-3183300CF9E3
1610,1,JB Multibond EUR b,941109,DAXEU,0,0,palace50,,,,,Azioni,,,,195AEDC8-76BC-4437-A499-CE2E1A199808
570,1,Intel Corp,941595CH,ZH,0,0,INTC.S,,,,,Azioni,,,US4581401001,4A8C77B6-8DC3-4AD0-8DE5-CC9686A9EE63
569,1,Intel Corp.,941595US,NASDAQ,0,0,INTC,,,,,Azioni,,,US4581401001,684F48F8-DE1A-4878-96FD-853DC84D0371
557,1,IBM,941800US,NYSE,0,0,IBM,,,,,Azioni,,,US4592001014,AC89B352-1D66-48AE-B0BC-90DF7144C9CF
1846,1,Citigroup,942676EU,DAXEU,0,0,942676EU,,,,,Azioni,,,US1729671016,7B3C9C1D-F7FC-4BD5-ADC9-383CEDC7EDDC
296,1,Citigroup Inc.,942676US,NYSE,0,0,C,,,,,Azioni,,,US1729671016,72D86B34-1500-4DA2-AE4D-DFC983D16AB0
584,1,Johnson & Johnson,943981US,NYSE,0,0,JNJ,,,,,Azioni,,,US4781601046,E23E99E8-8388-4D8C-98A8-332771395CED
587,1,Kellogg Co,944624US,NYSE,0,0,K,,,,,Azioni,,,,864461E4-1DF9-4AB9-B2FC-6C3A25ACCB9C
1604,1,JP Morgan Euroland Fund,945248,DAXEU,0,0,palace46,,,,,Azioni,,,,D3DD1351-53AB-4111-ABDA-24AE119C1645
389,1,DaimlerChrysler,945657CH,ZH,0,0,DCX.S,,,,,Azioni,,,,6CC2F1A9-887D-4E0C-8F7E-6A19D8C65933
25,1,DaimlerChrysler,945657D,DAX,0,1,null39,,,,,Azioni,,,,2C7C0C08-4C96-4F7D-8D1F-D4E4AB262895
388,1,Daimlerchrysler,945657EU,DAXEU,0,0,DCX.XE,,,,,Azioni,,,,8AD35C63-BD7B-4800-883E-50AE36EDAD37
621,1,Eli Lilly & Co,947556US,NYSE,0,0,LLY,,,,,Azioni,,,,D7025237-DB1E-4DE5-A866-34DECB46AB6D
1773,29,FIM Long-Invest PCC LTD - Euro Fund,947566,DAXEU,0,0,947566,,,,,Investimenti alternativi,,,GB0004810254,95AB363A-D565-458D-A2C3-CC1FB8AF7ABF
1655,1,Lansdowne European Eq Fund,948042,DAXEU,0,0,bigmac33,,,,,Azioni,,,,DC0A2C5C-8C3B-4B5E-8B7D-CAF1DC810C04
1627,1,MCDONALD'S Corp.,950605,NYSE,0,0,bigmac8,,,,,Azioni,,,,D79BEF2D-98EB-4DBE-9C76-0D0D719437A1
654,1,Medtronic Inc Common Stock,950980US,NYSE,0,0,MDT,,,,,Azioni,,,US5850551061,D34BEEDB-4C83-4EC0-B611-075F859A95B1
677,1,Merck & Co,951138US,NYSE,0,0,MRK,,,,,Azioni,,,US5893311077,40905B4C-D2AC-429F-B2FE-DDFEBED025CA
680,1,Microsoft Corp,951692US,NASDAQ,0,0,MSFT,,,,,Azioni,,,US5949181045,5743FC41-CE1D-4E67-B204-EEED98641F72
1660,1,Minnesota Mining & Manufactoring Co,952509,NYSE,0,0,bigmac38,,,,,Azioni,,,,3244BBFB-3D64-4734-B9A1-EF8F11E3FBE8
26,1,Mobil Corp,952962US,NYSE,0,0,null16,,,,,Azioni,,,,87B5114D-182D-42FC-BCE2-74ADD4EB7FC2
18,1,Mobil Corp,952963CH,ZH,0,0,null17,,,,,Azioni,,,,084A0198-0403-47AB-8FED-D359A75B6506
19,1,Monsanto,953310US,NYSE,0,1,null18,,,,,Azioni,,,,548487CD-40CD-4BB8-9534-13554E180681
27,15,CSFB S&P 500 Index zer.,953360US,NYSE,0,0,953360US,,,,,Azioni,,,,12992920-10D4-4EB2-8DB3-D25A8CFC6FBC
28,31,MCI Worldcom,953613US,NASDAQ,0,1,null40,,,,,Azioni,,,,03D127F2-DD61-41CC-BE07-8757817BE15B
122,1,NTT Do Co Mo,953823JP,TYO,0,0,9437.T,,,,,Azioni,,,JP3165650007,00B70750-9FB6-4415-A1B2-EE81A51E5B57
23,14,JB Special Europe Stock Fund,955603EU,DAXEU,0,0,955603EU,,,,,Azioni,,,,F4FBB1B6-02B7-4DD9-AAF0-1D15454D13F3
424,1,EBAY,956191US,NASDAQ,0,0,EBAY,,,,,Azioni,,,,E30DA48F-71D8-4585-A3D7-B41A1BE2457B
696,1,Newmont Mining Common Stock,956952US,NYSE,0,0,NEM,,,,,Azioni,,,US6516391066,2845719F-F3DE-4B22-99BA-43BBD7A40971
708,1,Novell Inc Common Stock,958085US,NASDAQ,0,0,NOVL,,,,,Azioni,,,US6700061053,F7898955-0450-4BEF-B9F8-B4510B6C1EE6
739,1,Oracle Corp Common Stock,959184US,NASDAQ,0,0,ORCL,,,,,Azioni,,,US68389X1054,EBB1AA6A-40CF-4BEC-A517-8E4B09626715
1566,1,PAGING NETWORK INC.,960232,NASDAQ,0,0,palace9,,,,,Azioni,,,,141ADE49-25C8-4811-A2BD-DABD38820D8F
760,1,Pfizer,962004US,NYSE,0,0,PFE,,,,,Azioni,,,,5E18EC93-4DF9-407E-BA72-6DF8FFCC02B9
786,1,Pharmaceutical Res.,962028US,NASDAQ,0,0,PRX.N,,,,,Azioni,,,,6FEEABFB-F49F-4CF3-B4AA-6E693E74FBC0
761,1,Procter & Gamble Common Stock,963896US,NYSE,0,0,PG,,,,,Azioni,,,US7427181091,B1323178-E366-41E8-ACA4-7AB28B907259
898,1,SANPAOLO IMI SPA,964338EU,MIBEU,0,0,SPI.MI,,,,,Azioni,,,IT0001269361,3892457F-8E6F-4FCA-BD27-F2CCB2DF10BF
1614,1,QUALCOMM INC,964930,NASDAQ,0,0,palace54,,,,,Azioni,,,,F3BEB2A4-8D45-4AFB-A6CD-03D33EB9CA6B
1562,1,Sara Lee Corp,968372,NYSE,0,0,palace5,,,,,Azioni,,,,DE660890-565A-42D5-9AA6-0539FC9510DC
1612,1,Sprint Corp,970241,NASDAQ,0,0,palace52,,,,,Azioni,,,,E3BA264A-89DC-4AA1-A8FC-B77B6423EA9A
1712,1,SOUTHMARK CORP,971811,NYSE,0,0,bianchi3,,,,,Azioni,,,,5FD41AF2-F700-4509-9467-8FDAA2B3ED0F
1713,1,SOUTHMARK CORP -A-,971812,NYSE,0,0,bianchi4,,,,,Azioni,,,,F22FAB80-940B-4FA4-A4FB-0A5C694FD478
915,1,Sun Microsystem,974846US,NYSE,0,0,JAVA,,,,,Azioni,,,US8668101046,E4D24F6A-A80C-4150-95A8-1D94D552CB81
656,1,Mediolanum SpA,976622EU,MIBEU,0,0,MED.MI,,,,,Azioni,,,IT0001279501,3BC8029D-80D1-4852-9AC6-F3B45DE93DD2
1573,1,Texas Instrument Inc.,976910,NYSE,0,0,palace16,,,,,Azioni,,,,B0908D5C-2C18-4542-8A1F-63E35B5E8292
1437,25,Immofonds,977876CH,ZH,0,0,IM.S,SWIIT.S,,,,Azioni,,,CH0009778769,13124538-E884-48CC-BD50-DD0A2C81650E
1577,1,United Tech Corp,980943,NYSE,0,0,palace20,,,,,Azioni,,,,C4FEB6ED-61D7-4986-BBB4-4684F4E56527
32,16,Perles Nikkei 225,981372JP,TYO,0,0,981372JP,,,,,Azioni,,,,C94D3F4B-D4AC-405F-8402-15D6943AEBCF
31,1,Vitesse Semi.,983748US,NASDAQ,0,0,null19,,,,,Azioni,,,,7E40B164-D528-4625-8C03-41E70F750087
1034,1,Walmart Stores,984101US,NYSE,0,0,WMT,,,,,Azioni,,,,3BFE4B0A-B0AC-46ED-A7DC-8C1A87C9CB9B
402,1,The Walt Disney,984192US,NYSE,0,0,DIS,,,,,Azioni,,,,8E74FC76-B9C2-4ECD-87A3-F9AACA17FBF6
1623,1,Warner Lambert,984434,NYSE,0,0,bigmac4,,,,,Azioni,,,,C6E659D6-21DC-4021-83CD-601ED5D63BB3
34,1,Warner Lambert,984434US,NYSE,0,1,Warner Lambert,,,,,Azioni,,,,CA370306-57BD-4C10-AC06-8280D5738074
1293,31,Hedge Funds GAM Open Class,984503EU,DAXEU,0,0,984503EU,,,,,Investimenti alternativi,,,VGG3719V1269,0401F365-2EBA-4D45-8C94-B8646DC1CA1B
1642,1,Western Digital,985376,NYSE,0,0,bigmac22,,,,,Azioni,,,,3FD657A7-3AD1-4602-AE66-0E736EFC0F1E
1042,14,S&P Sel Health Care SPDR Fund,986012US,NYSE,0,0,XLV,,,,,Azioni,,,US81369Y2090,5FB48759-2E25-49BB-B1FF-3E344A48D627
1821,1,Sector Spdr Trust Discretionary Select Sector,986013,NYSE,0,0,bang5,,,,,Azioni,,,986013,61075AFA-1272-46FA-B5DD-CC05528C2144
1815,1,Sector Spdr Trust Energy Select Fund,986016,NYSE,0,0,bang1,,,,,Azioni,,,986016,1B5D57B2-084E-44A2-9195-5021BAF8707C
1483,1,S&P Sel Energy SPDR Fund,986016US,NASDAQ,0,0,XLE,,,,,Azioni,,,US81369Y5069,4490B665-D46F-488E-B16C-A473E94319CE
1820,1,Sector Trust Financial Selct,986018,NYSE,0,0,bang4,,,,,Azioni,,,986018,16BD0D17-2F67-42D6-BFDE-7A99BB135324
1633,1,Alcoa Inc.,986052,NYSE,0,0,bigmac13,,,,,Azioni,,,,816229FB-A9CA-487A-A5F9-2682453612C4
1364,14,LODHI-EASTERN EUR,987471EU,DAXEU,0,0,LOH1.GBE,,,,,Azioni,,,LU0066977710,AC84964C-F116-41CE-99FD-7DCF29B421CD
1645,1,xerox,987530,NYSE,0,0,bigmac25,,,,,Azioni,,,,5D9EB38A-D416-41B6-81B8-C2C55CD524E7
1831,1,ENI Adr,990631333,NYSE,0,0,umidita1,,,,,Azioni,,,990631333,1377D6D8-6849-4155-A3B6-2F19EC856F45
1624,1,MCKESSON HBOC,991041,NYSE,0,0,bigmac5,,,,,Azioni,,,,5576C2F7-C452-43D6-8E8B-BFFD967CCF01
1603,1,LODH Euro Credit Bond -A-,992515,DAXEU,0,0,palace45,,,,,Azioni,,,,9B32D68D-F9D6-4697-B9D0-5724B68BC2C9
1212,14,Fondi Azionari GAM STAR USA  EURO Accum.SHS,995414EU,DAXEU,0,0,995414EU,,,,,Azioni,,,,528BBF88-EBB0-45E0-9B8C-ADB2AC6793AC
1291,14,Fondi Azionari GAM GAMCO Fund,995527US,NYSE,0,0,995527US,,,,,Azioni,,,VGG3715Z1053,A5DC087E-88CB-4773-80C6-868AF67D1949
1289,31,Hedge Funds GAM Multi/Europe,995595EU,DAXEU,0,0,995595EU,,,,,Investimenti alternativi,,,VGG3716H1047,5A39F719-4F93-4EA2-A4E8-BC7DA84EEA2C
1220,31,Hedge Funds GAM Trad USD SHS/USD,995597US,NYSE,0,0,995597US,,,,,Investimenti alternativi,,,,3C680600-9FAC-4AEE-887F-90DD464B385D
1288,31,Hedge Funds GAM EMR MKTS MULTI,995599US,NYSE,0,0,995599US,,,,,Investimenti alternativi,,,VGG3715J1012,9C35C82C-2933-45CF-A78C-9A7FAABADA63
1607,1,Mercury Selected Eur Markets Fund,995890,DAXEU,0,0,palace48,,,,,Azioni,,,,00A5440A-1D81-41BA-BB1A-035736134F5F
1719,1,PLANETARIUM FUND CHF BOND,996018,ZH,0,0,bianchi10,,,,,Azioni,,,,B294763B-513B-4A93-82A2-3E2ED6A056E3
1829,1,S&P500,998434,NYSE,0,0,bang7,,,,,Azioni,,,998434,97A62A53-DBA2-46F7-9074-0AD967409552
1939,29,AA Glob Multi-Strategy Fund,A1,NYSE,0,0,A1,,,,,Investimenti alternativi,,,A1,7C49D6DA-6F04-4F40-ABA6-D5F042F0317F
487,1,Artilium,B1L7NQ3,LDN,0,0,ARTA.L,,,,,Azioni,,,GB00B1L7NQ30,FFBB4753-84D7-4CCA-AE89-BBEE5CDD3376
1792,15,ETFS Metal Platinum,B1VS2W5,NYSE,0,0,B1VS2W5,,,,,Azioni,,,JE00B1VS2W53,3FDB98CB-6911-46DD-9DAD-9A7C97B1C626
1671,1,GLS OFFSHORE GLOBAL OFF. FUND CLASS B S.15,battle1,NYSE,0,0,battle5,,,,,Azioni,,,,B151BDDB-A1EC-4ED6-A605-49AF9E644AB1
1951,29,Green Way Limited Class A (USD),BMG4102G1226,NYSE,0,0,BMG4102G1226,,,,,Investimenti alternativi,,,BMG4102G1226,36B2094D-BCDB-43D4-840A-525C3DA472E3
1784,1,Franco-Nevada,CA3518581051,TSE,0,0,FNV.TO,,,,,Azioni,,,CA3518581051,4A3437E1-D781-46BF-B548-88F855DCFEC6
208,1,Absolute Private Equity AG,CH0011113336,NYSE,1,0,ABSP-USD.S,,,,,Azioni,,,CH0011113336,E6E4BE54-611C-41D5-B112-69FCDDC28B07
1806,30,Rights on Deutsche Postbank,DE000A0AFEL6,DAXEU,0,0,DPB1.F,,,,,Azioni,,,DE000A0AFEL6,9C4CEDF6-5839-4368-B1AB-E34AF8C82C50
1303,31,Tracks MSCI Financial,FR0000001703,CACEU,0,0,STZ.PA,,,,,Azioni,,,FR0000001703,0A2D1FCC-0E46-4C8D-8654-E0C74E8D982D
577,14,Prudentia,IT0001073607,MIBEU,0,0,IT0001073607,930.MII,,,,Azioni,,,,A9491541-4386-4688-9462-A87D7FEDA3E7
633,14,Interfund SICAV - Global,LU0006040116,MIBEU,0,0,LU0006040116,INX.X,,,,Azioni,,,,4F586D37-C52D-44FD-B4D0-1B5BFB9DB324
1931,14,AA MMM North American Equities,LU0321538281,NYSE,0,0,LU0321538281,,,,,Azioni,,,LU0321538281,475F4A8F-5CA3-4914-8406-C6CA0108E481
1932,14,AA MMM Asia Pacific Equities,LU0321538521,NYSE,0,0,LU0321538521,,,,,Azioni,,,LU0321538521,4441ED0F-615F-4200-9C5F-052C9EF1B32D
1929,14,AA MMM European Equities,LU0321538794,NYSE,0,0,LU0321538794,,,,,Azioni,,,LU0321538794,C7A99751-ED02-4EB4-9EE4-CA9A41CFE39D
1936,29,Fortis Absolute Ret CCY,LU0377060602,NYSE,0,0,LU0377060602,,,,,Investimenti alternativi,,,LU0377060602,94585D49-50D6-4F2E-B8F1-3EBE72D6767F
1807,30,Rights on Reinet,LU0392384540,DAXEU,0,0,LU0392384540,,,,,Azioni,,,LU0392384540,59B405BE-19E0-448B-910E-D271D31D7AB7
1938,29,MS-FX Alpha Plus RC 800,LU0415629194,NYSE,0,0,LU0415629194,,,,,Investimenti alternativi,,,LU0410169659,929F4146-F8EA-4F66-AD84-C3F492631AE7
1693,1,MELLON GO SERIES,MELLGO535,NYSE,0,0,battle24,,,,,Azioni,,,,340F55C3-5F6B-4F47-BB3F-F7813D697CAE
1805,30,Rights on Unilever,NL0006380586,ASEEU,0,0,NL0006380586,,,,,Azioni,,,NL0006380586,F8EF0CF9-FC85-49B9-8E7B-55C02C90BA2A
1683,1,PARADIGM GLOBAL FUND 1 USD,paradigm1,NYSE,0,0,battle15,,,,,Azioni,,,,1A58DD48-809C-408B-9D48-1412F21E3469
1386,14,KINGATE GLOBAL FUND LTD,VGG5255Z1146,NYSE,0,0,VGG5255Z1146,,,,,Azioni,,,VGG5255Z1146,2259CB27-6A50-4DB1-AF9B-9C683E7864A9
1300,21,Argento,XAG,NYSE,0,0,SLV=,,,,,Azioni,,,,82B33672-463A-46FC-AA12-E30E379C495F
1045,31,CBK INDEX Nikkei,XS0120868574,DAXEU,0,0,XS0120868574,,,,,Azioni,,,,4A9981B1-C395-41B2-83FE-EFC7917E80D7
1046,31,CBK INDEX Nikkei,XS0125591437,ZH,0,0,XS0125591437,,,,,Azioni,,,,75C92273-7BBE-4301-A33B-80948B3D0106